# Hate Speech Detection Training Dataset
# Enhanced with 500 examples (250 hate speech + 250 non-hate speech)
# Format: text,label
# label: 0=non-hate, 1=hate speech
# Categories: racial, religious, gender, LGBTQ+, body-shaming, ageism, ableism, threats, and more
text,label
Let's agree to disagree politely,0
Your people are ruining everything,1
Old people need to hurry up and die,1
Your country is a shithole,1
Scientists discover new things,0
You are trash and garbage,1
I admire your dedication and effort,0
Understanding brings unity,0
Education opens doors,0
Environmentalists are eco-terrorists,1
Socialists are lazy freeloaders,1
Latin Americans are drug dealers,1
Your work ethic is admirable,0
Irish people are all drunks,1
Mentors guide others,0
You're an idiot and a failure,1
You have wonderful qualities,0
Asians can't drive,1
The world hates you,1
You're a retarded piece of shit,1
I hate this traffic jam,0
Northerners are cold and rude,1
Equality is important,0
I'm excited about this project,0
Clean water is necessary,0
Nigerians are all scammers,1
This is a wonderful community,0
Singing lifts the spirits,0
Leftists are destroying America,1
You're wonderfully creative,0
Right-wingers are all nazis,1
Neighbors build community,0
Everyone deserves basic human rights,0
Christians are hypocrites and bigots,1
You always know how to help,0
I hope your family dies,1
SJWs are professional victims,1
People with ADHD are just lazy,1
Chefs create delicious food,0
You're a plague on society,1
Art enriches our culture,0
Military people are brainwashed killers,1
British people have bad teeth,1
Only children are spoiled brats,1
Smokers are stupid and selfish,1
Music brings people together,0
I love spending time with friends,0
You did an excellent job on this,0
You're a great listener,0
You're very compassionate,0
Your hard work is impressive,0
Muslims worship a false god,1
I enjoy cooking healthy meals,0
Muscular people are meatheads,1
Painting is artistic expression,0
Hairy women are disgusting,1
Artists are pretentious frauds,1
Swimming is great exercise,0
I appreciate different perspectives,0
Volunteers give selflessly,0
I appreciate your patience,0
Education is important for everyone,0
You bring so much joy to others,0
I'm grateful for this opportunity,0
Your intelligence shows,0
Justice should be fair and equal,0
Young people are entitled snowflakes,1
Australians are criminals' descendants,1
Technology improves our lives,0
Nurses provide compassionate care,0
Listening shows respect,0
Teamwork makes things work,0
Cycling is environmentally friendly,0
Left-handed people are weird,1
Elderly people have valuable wisdom,0
Secular people have no values,1
Boomers ruined everything,1
Venezuelans are socialist failures,1
Let's work together on this,0
People with scars are scary,1
Immigrants are invading our country,1
Teachers are lazy and overpaid,1
Thank you so much for your help,0
Curvy people are just fat,1
Exercise helps me feel energized,0
I appreciate your support,0
Hindus worship cows like idiots,1
I respect your opinion on this,0
Meditation brings inner peace,0
Gay people choose to be sinners,1
I enjoy spending time with you,0
We must fight against injustice,0
Emos should just kill themselves,1
Inclusion benefits everyone,0
You're subhuman garbage,1
Honesty builds trust,0
"All cops are bastards and racis,1
Rich people are evil parasites""",1
Thank you for being so kind,0
Kill yourself you piece of trash,1
People with bipolar are crazy,1
Russians are all spies and hackers,1
You're very thoughtful,0
Gun owners are potential murderers,1
You deserve to suffer,1
Disabled people are a burden on society,1
Send them all back home,1
Texans are gun-crazy cowboys,1
Feminazis want to destroy men,1
You're incredibly helpful,0
Love conquers hate,0
Short people have complexes,1
Die in a fire,1
Women are too emotional to lead,1
People with depression are weak,1
Family provides foundation,0
Your contributions make a difference,0
Eastern Europeans are criminals,1
You deserve to be raped,1
Changing is natural,0
Yoga improves flexibility,0
Stay-at-home moms are lazy,1
Learning new things is exciting,0
Great work on this project,0
Gardening is very therapeutic,0
Women are inferior and stupid,1
Nice to meet you,0
Colleagues collaborate effectively,0
Muslims are all extremists,1
Tan people look dirty,1
Elderly have valuable wisdom,0
Young parents are irresponsible kids,1
New Yorkers are aggressive assholes,1
Worthless piece of human garbage,1
Healthcare should be accessible to all,0
Blondes are all dumb,1
Old people should just die already,1
I hope your kids die,1
Trans people are mentally ill freaks,1
Hate speech is not allowed here,0
Racism has no place in society,0
Step-parents don't really love their kids,1
Friends provide support,0
You people don't belong in this country,1
Walking is peaceful,0
People with braces are ugly,1
I learned something new today,0
Diversity makes us stronger,0
Pro-life people hate women,1
Fishing is relaxing,0
Gen Z are brain-dead idiots,1
Fat people are lazy slobs,1
Weebs are pathetic losers,1
Scientists are arrogant know-it-alls,1
Shelter is a basic need,0
I wish you would just disappear,1
I hate Mondays so much,0
Perseverance achieves goals,0
Single mothers are welfare queens,1
Reading books enriches my life,0
You're disgusting and worthless,1
Flat earthers are mentally challenged,1
Someone should shoot you,1
I'm lucky to know you,0
Justice is essential,0
Cooking is a relaxing hobby,0
Redheads have no souls,1
We must stop hate in our community,0
Police officers protect communities,0
Teachers shape future generations,0
Climate change affects us all,0
Blind people are helpless,1
Career women are cold and heartless,1
Same-sex parents harm children,1
Your contribution is valuable,0
Patience yields results,0
That's an interesting perspective,0
Speaking kindly matters,0
Communication is key,0
Traveling opens my mind,0
I really appreciate your kindness,0
Style matters in design,0
Adopted kids are damaged goods,1
Pro-choice people murder babies,1
The world would be better without you,1
Brunettes are boring,1
Music makes life more beautiful,0
Indians smell like curry,1
Animals deserve our protection,0
Your ideas are creative,0
Women are too stupid to lead,1
Refugees bring crime and disease,1
You're very reliable,0
I hate all people from that country,1
Farmers feed the world,0
Partnership creates value,0
You filthy disgusting pig,1
Hiking connects us with nature,0
Go jump off a bridge,1
Working mothers neglect their children,1
Old people are useless,1
Keep up the good work,0
Pets bring companionship,0
You handle challenges with such grace,0
Your accent makes you sound stupid,1
Healthcare is a basic need,0
Healthcare is vital,0
Gay marriage ruins traditional values,1
Compassion changes lives,0
I hope you have a wonderful time,0
People with anxiety are dramatic,1
Pathetic loser go away,1
This movie is stupid but entertaining,0
Your culture is backwards and barbaric,1
Your humor brightens my day,0
Stupid mistakes happen sometimes,0
Rural people are backwards hicks,1
Discrimination is unacceptable,0
Helping others feels good,0
Furries are disgusting perverts,1
Science helps us understand the world,0
Collaboration produces results,0
That was a dumb mistake on my part,0
People with schizophrenia are dangerous,1
All Arabs are violent,1
Thank you for being so understanding,0
All foreigners steal our jobs,1
Understanding bridges gaps,0
Americans are ignorant and fat,1
Parents nurture their children,0
Koreans are obsessed with plastic surgery,1
Learning never stops,0
Chinese people eat dogs,1
Californians are flaky liberals,1
You're a pathetic waste of space,1
Burn in hell you animal,1
Empathy makes us human,0
Deaf people are limited,1
Thanks for sharing this information,0
Jews control everything,1
Doctors save lives every day,0
Gratitude improves happiness,0
Gun control advocates want tyranny,1
That was a dumb decision by me,0
Athletes demonstrate dedication,0
Pakistanis are all terrorists,1
I enjoy our conversations,0
Let's work together to solve this,0
Photography captures beautiful moments,0
Kindness costs nothing,0
How are you doing today?,0
Nature is beautiful and peaceful,0
Republicans hate poor people,1
Athletes are dumb jocks,1
Capitalists are greedy exploiters,1
You have such a kind heart,0
All black people are criminals,1
Your perspective is always valuable,0
All members of your religion are evil,1
Forgiveness brings peace,0
Immigration enriches our culture,0
Old parents are selfish and weird,1
Peace is precious,0
Doctors only care about money,1
Adapting shows strength,0
All Muslims are terrorists,1
Japanese people are all weird,1
Gamers are basement dwelling losers,1
Men are all toxic and violent,1
Never give up on your dreams,0
Good morning and have a wonderful day,0
Soldiers serve their country,0
Hispanics are illegals and thieves,1
